denue_id,fsq_id,denue_lat,denue_lon,fsq_lat,fsq_lon,distance_m,denue_name_original,denue_name_norm,fsq_name_original,fsq_name_norm,lev_dist,lev_sim,jaccard_sim,score_sim
9201065,50798281e4b0249cc7220c5d,19.42447735,-99.14480389,19.424396489909427,-99.14492457806558,15.542142594708745,BARRA DELI EXPRESS,barra deli express,Deli Express,deli express,6,0.67,0.67,0.67
7733596,53656a5e498e2550d30914c6,19.40644215,-99.17763406,19.40614750462457,-99.17693521936648,80.37215087259037,BARRA GAVIA,barra gavia,Barra Marina,barra marina,3,0.75,0.33,0.54
11126492,5e10beeff5cca800075ff2ab,19.41799892,-99.17156561,19.417679,-99.171221,50.76696117619373,BASICO,basico,Básico,basico,0,1,1,1
10357214,685732ed26338a2f3c10828b,19.43328322,-99.15868829,19.4334,-99.158676,13.063754900609304,BBQ WINGS SPORTS BAR,bbq wings sports bar,The Bbq Wings Sports Bar,the bbq wings sports bar,4,0.83,0.8,0.81
8625548,5670c887498ec28d418b07a0,19.42201902,-99.165672,19.42208687720331,-99.1657425345811,10.578055680972678,BEER GARDEN ROMA,beer garden roma,Beer Garden Roma,beer garden roma,0,1,1,1
867277,5682336b498e7ab273b45af9,19.40694765,-99.17834986,19.407263,-99.17846,36.960266026267306,BEER STOP,beer stop,Beer Stop,beer stop,0,1,1,1
867277,4fc82c63e4b081b29e5f49bd,19.40694765,-99.17834986,19.406831313630622,-99.17839463649176,13.777435331647014,BEER STOP,beer stop,Beer Stop,beer stop,0,1,1,1
9437039,631be742e89b37447020a348,19.4209784,-99.16685787,19.42147,-99.167307,72.23646460306519,BELLA AURORA,bella aurora,Bella Aurora,bella aurora,0,1,1,1
11528010,631be742e89b37447020a348,19.42119856,-99.16691352,19.42147,-99.167307,51.181292564426634,BELLA AURORA,bella aurora,Bella Aurora,bella aurora,0,1,1,1
11751543,631be742e89b37447020a348,19.42151362,-99.16727852,19.42147,-99.167307,5.702485217623433,BELLA AURORA,bella aurora,Bella Aurora,bella aurora,0,1,1,1
10448107,658ca24084681d697dc3aba0,19.40955535,-99.17631952,19.409659,-99.176285,12.094110298963965,BESTIA VERDE,bestia verde,Bestia Verde,bestia verde,0,1,1,1
11471068,640bdc0743d7701e7958f452,19.43223394,-99.16725557,19.43219,-99.16738,13.948227618725676,BISHARA,bishara,Bishara,bishara,0,1,1,1
